LocationID,X,Y,
1,0.571,0.266
2,0.571,0.266
3,0.571,0.266
4,0.571,0.266
5,0.571,0.266
6,0.571,0.266
7,0.571,0.266
8,0.571,0.266
9,0.571,0.266
10,0.571,0.266
11,0.571,0.266
12,0.571,0.266
13,0.571,0.266
14,0.571,0.266
15,0.571,0.266
16,0.571,0.266
17,0.571,0.266
18,0.571,0.266
19,0.571,0.266
20,0.571,0.266
21,0.571,0.266
22,0.571,0.266
23,0.571,0.266
24,0.571,0.266
25,0.571,0.266
26,0.57,0.266
27,0.57,0.266
28,0.571,0.266
29,0.571,0.266
30,0.571,0.266
31,0.571,0.266
32,0.571,0.266
33,0.571,0.266
34,0.571,0.266
35,0.572,0.267
36,0.572,0.267
37,0.572,0.267
38,0.573,0.268
39,0.574,0.268
40,0.574,0.269
41,0.575,0.269
42,0.576,0.27
43,0.576,0.271
44,0.577,0.272
45,0.578,0.272
46,0.578,0.273
47,0.579,0.273
48,0.58,0.274
49,0.581,0.275
50,0.582,0.276
51,0.582,0.276
52,0.582,0.277
53,0.583,0.277
54,0.583,0.278
55,0.583,0.278
56,0.584,0.278
57,0.584,0.278
58,0.584,0.278
59,0.584,0.278
60,0.584,0.278
61,0.584,0.278
62,0.584,0.278
63,0.584,0.278
64,0.584,0.278
65,0.584,0.278
66,0.584,0.278
67,0.584,0.278
68,0.584,0.278
69,0.584,0.278
70,0.584,0.278
71,0.584,0.278
72,0.584,0.278
73,0.584,0.278
74,0.584,0.278
75,0.584,0.278
76,0.584,0.278
77,0.584,0.278
78,0.584,0.278
79,0.584,0.278
80,0.584,0.278
81,0.584,0.278
82,0.584,0.278
83,0.584,0.278
84,0.584,0.278
85,0.584,0.278
86,0.584,0.278
87,0.584,0.278
88,0.584,0.278
89,0.584,0.278
90,0.584,0.278
91,0.584,0.278
92,0.584,0.278
93,0.584,0.278
94,0.584,0.278
95,0.584,0.278
96,0.584,0.278
97,0.584,0.278
98,0.584,0.278
99,0.584,0.278
100,0.584,0.278
101,0.584,0.278
102,0.584,0.278
103,0.584,0.278
104,0.584,0.278
105,0.584,0.278
106,0.584,0.278
107,0.584,0.278
108,0.584,0.278
109,0.584,0.278
110,0.584,0.278
111,0.584,0.278
112,0.584,0.278
113,0.584,0.278
114,0.584,0.278
115,0.584,0.278
116,0.584,0.278
117,0.584,0.278
118,0.584,0.278
119,0.584,0.278
120,0.584,0.278
121,0.584,0.278
122,0.584,0.278
123,0.584,0.278
124,0.584,0.278
125,0.584,0.278
126,0.584,0.278
127,0.584,0.279
128,0.584,0.279
129,0.585,0.279
130,0.585,0.279
131,0.585,0.28
132,0.585,0.28
133,0.586,0.28
134,0.588,0.283
135,0.589,0.284
136,0.589,0.284
137,0.59,0.285
138,0.592,0.287
139,0.593,0.288
140,0.594,0.29
141,0.596,0.291
142,0.596,0.292
143,0.599,0.295
144,0.601,0.297
145,0.603,0.299
146,0.603,0.3
147,0.605,0.301
148,0.607,0.304
149,0.609,0.306
150,0.612,0.309
151,0.612,0.31
152,0.615,0.312
153,0.616,0.314
154,0.618,0.316
155,0.62,0.318
156,0.622,0.32
157,0.639,0.338
158,0.641,0.341
159,0.643,0.343
160,0.645,0.345
161,0.647,0.347
162,0.647,0.348
163,0.65,0.351
164,0.651,0.353
165,0.654,0.356
166,0.657,0.359
167,0.659,0.361
168,0.661,0.363
169,0.661,0.363
170,0.661,0.363
171,0.664,0.366
172,0.666,0.368
173,0.668,0.371
174,0.67,0.373
175,0.672,0.375
176,0.674,0.377
177,0.675,0.379
178,0.677,0.381
179,0.678,0.382
180,0.68,0.384
181,0.686,0.391
182,0.689,0.394
183,0.692,0.397
184,0.693,0.399
185,0.696,0.402
186,0.698,0.404
187,0.703,0.41
188,0.705,0.412
189,0.706,0.413
190,0.708,0.415
191,0.71,0.417
192,0.712,0.419
193,0.714,0.422
194,0.718,0.426
195,0.72,0.428
196,0.722,0.43
197,0.724,0.432
198,0.736,0.446
199,0.736,0.446
200,0.738,0.448
201,0.739,0.45
202,0.742,0.452
203,0.744,0.454
204,0.744,0.454
205,0.745,0.456
206,0.753,0.465
207,0.755,0.467
208,0.753,0.465
209,0.758,0.47
210,0.759,0.472
211,0.758,0.47
212,0.76,0.473
213,0.761,0.474
214,0.761,0.474
215,0.761,0.474
216,0.761,0.474
217,0.761,0.474
218,0.761,0.474
219,0.761,0.474
220,0.761,0.474
221,0.761,0.474
222,0.761,0.474
223,0.761,0.474
224,0.761,0.474
225,0.761,0.474
226,0.761,0.474
227,0.761,0.474
228,0.761,0.474
229,0.719,0.499
230,0.705,0.507
231,0.705,0.507
232,0.705,0.507
233,0.705,0.507
234,0.705,0.507
235,0.705,0.507
236,0.705,0.507
237,0.705,0.507
238,0.705,0.507
239,0.705,0.507
240,0.705,0.507
241,0.705,0.507
242,0.705,0.507
243,0.705,0.507
244,0.705,0.507
245,0.705,0.507
246,0.705,0.507
247,0.705,0.507
248,0.705,0.507
249,0.705,0.507
250,0.705,0.507
251,0.705,0.507
252,0.705,0.507
253,0.705,0.507
254,0.705,0.507
255,0.705,0.507
256,0.705,0.507
257,0.705,0.507
258,0.705,0.507
259,0.705,0.507
260,0.705,0.507
261,0.705,0.507
262,0.705,0.507
263,0.705,0.507
264,0.705,0.507
265,0.705,0.507
266,0.705,0.507
267,0.705,0.507
268,0.705,0.507
269,0.705,0.507
270,0.705,0.507
271,0.705,0.507
272,0.705,0.507
273,0.705,0.507
274,0.705,0.507
275,0.705,0.507
276,0.705,0.507
277,0.705,0.507
278,0.705,0.507
279,0.705,0.507
280,0.705,0.507
281,0.705,0.507
282,0.705,0.507
283,0.705,0.507
284,0.705,0.507
285,0.705,0.507
286,0.705,0.507
287,0.705,0.507
288,0.705,0.507
289,0.705,0.507
290,0.705,0.507
291,0.705,0.507
292,0.705,0.507
293,0.705,0.507
294,0.705,0.507
295,0.705,0.507
296,0.705,0.507
297,0.705,0.507
298,0.705,0.507
299,0.705,0.507
300,0.705,0.507
301,0.705,0.507
302,0.705,0.507
303,0.705,0.507
304,0.705,0.507
305,0.705,0.507
306,0.705,0.507
307,0.705,0.507
308,0.705,0.507
309,0.705,0.507
310,0.705,0.507
311,0.705,0.507
312,0.705,0.507
313,0.705,0.507
314,0.705,0.507
315,0.705,0.507
316,0.705,0.507
317,0.705,0.507
318,0.705,0.507
319,0.705,0.507
320,0.705,0.507
321,0.705,0.507
322,0.705,0.507
323,0.705,0.507
324,0.705,0.507
325,0.705,0.507
326,0.705,0.507
327,0.705,0.507
328,0.705,0.507
329,0.705,0.507
330,0.705,0.507
331,0.705,0.507
332,0.705,0.507
333,0.705,0.507
334,0.705,0.507
335,0.705,0.507
336,0.705,0.507
337,0.705,0.507
338,0.705,0.507
339,0.705,0.507
340,0.705,0.507
341,0.705,0.507
342,0.705,0.507
343,0.705,0.507
344,0.705,0.507
345,0.705,0.507
346,0.705,0.507
347,0.705,0.507
348,0.705,0.507
349,0.705,0.507
350,0.705,0.507
351,0.705,0.507
352,0.705,0.507
353,0.705,0.507
354,0.705,0.507
355,0.705,0.507
356,0.706,0.507
357,0.706,0.507
358,0.706,0.507
359,0.706,0.507
360,0.706,0.507
361,0.706,0.507
362,0.706,0.507
363,0.707,0.508
364,0.708,0.509
365,0.71,0.512
366,0.713,0.514
367,0.716,0.517
368,0.718,0.52
369,0.718,0.52
370,0.72,0.523
371,0.723,0.526
372,0.728,0.53
373,0.73,0.533
374,0.73,0.533
375,0.733,0.536
376,0.733,0.536
377,0.735,0.539
378,0.737,0.541
379,0.739,0.543
380,0.739,0.543
381,0.743,0.547
382,0.744,0.548
383,0.746,0.55
384,0.748,0.552
385,0.748,0.552
386,0.75,0.555
387,0.752,0.557
388,0.754,0.559
389,0.755,0.559
